,MassFeature,Orig_RSD,del_RSD,percentChange,FinalBMIS,FinalRSD,Run.Cmpd,MIS,Adjusted_Area,type,runDate,SampID,replicate,OriginalArea
1,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Poo_Sept29QC_1 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Poo,180205,Sept29QC,1,19412864
2,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Poo_Sept29QC_2 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Poo,180205,Sept29QC,2,4728604
3,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Poo_Sept29QC_3 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Poo,180205,Sept29QC,3,3548887
4,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Poo_Sept29QC_4 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Poo,180205,Sept29QC,4,4339335
5,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Poo_TruePoo_Full1 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Poo,180205,TruePoo,Full1,19825044
6,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Poo_TruePoo_Full2 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Poo,180205,TruePoo,Full2,4226577
7,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Poo_TruePoo_Full3 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Poo,180205,TruePoo,Full3,3075885
8,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Poo_TruePoo_Half1 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Poo,180205,TruePoo,Half1,13317374
9,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Poo_TruePoo_Half2 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Poo,180205,TruePoo,Half2,5130789
10,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Poo_TruePoo_Half3 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Poo,180205,TruePoo,Half3,4457845
11,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C32DCMless10m_A DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C32DCMless10m,A,12159075
12,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C32DCMless10m_B DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C32DCMless10m,B,4855292
13,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C32DCMless10m_C DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C32DCMless10m,C,4682293
14,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C32DCMless20m_A DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C32DCMless20m,A,6690768
15,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C32DCMless20m_B DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C32DCMless20m,B,4188759
16,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C32DCMless20m_C DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C32DCMless20m,C,3783745
17,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C33DCM_A DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C33DCM,A,5426699
18,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C33DCM_B DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C33DCM,B,4236702
19,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C33DCM_C DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C33DCM,C,3685446
20,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C33DCMplus10m_A DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C33DCMplus10m,A,16769731
21,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C33DCMplus10m_B DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C33DCMplus10m,B,5109464
22,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C33DCMplus10m_C DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C33DCMplus10m,C,3863604
23,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C33DCMplus20m_A DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C33DCMplus20m,A,4498040
24,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C33DCMplus20m_B DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C33DCMplus20m,B,4439401
25,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L1C33DCMplus20m_C DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L1C33DCMplus20m,C,4012580
26,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C1DCMless10m_A DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C1DCMless10m,A,5247977
27,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C1DCMless10m_B DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C1DCMless10m,B,4593144
28,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C1DCMless10m_C DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C1DCMless10m,C,3009247
29,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C1DCMless20m_A DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C1DCMless20m,A,19117334
30,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C1DCMless20m_B DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C1DCMless20m,B,5368478
31,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C1DCMless20m_C DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C1DCMless20m,C,4639645
32,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C2DCM_A DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C2DCM,A,6000614
33,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C2DCM_B DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C2DCM,B,4161415
34,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C2DCM_C DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C2DCM,C,4415145
35,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C2DCMplus10m_A DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C2DCMplus10m,A,13358543
36,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C2DCMplus10m_B DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C2DCMplus10m,B,6318007
37,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C2DCMplus10m_C DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C2DCMplus10m,C,4941177
38,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C2DCMplus20m_A DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C2DCMplus20m,A,14393715
39,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C2DCMplus20m_B DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C2DCMplus20m,B,4295762
40,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Smp_L2C2DCMplus20m_C DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Smp,180205,L2C2DCMplus20m,C,5590659
41,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Blk_MQBlk_1 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Blk,180205,MQBlk,1,40993100
42,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Blk_MQBlk_2 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Blk,180205,MQBlk,2,21582864
43,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Blk_MQBlk_3 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Blk,180205,MQBlk,3,23677778
44,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Blk_SWBlk_1 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Blk,180205,SWBlk,1,8374718
45,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Blk_SWBlk_2 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Blk,180205,SWBlk,2,4704086
46,"DL-Alanine, D3",0.760947538,0.760947538,1,"DL-Alanine, D3.Norm.Area",0,"180205_Blk_SWBlk_3 DL-Alanine, D3","DL-Alanine, D3.Norm.Area",6897891.625,Blk,180205,SWBlk,3,4373370
47,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Poo_Sept29QC_1 Alanine,"DL-Alanine, D3.Norm.Area",2355484.286,Poo,180205,Sept29QC,1,6629083
48,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Poo_Sept29QC_2 Alanine,"DL-Alanine, D3.Norm.Area",1987228.877,Poo,180205,Sept29QC,2,1362274
49,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Poo_Sept29QC_3 Alanine,"DL-Alanine, D3.Norm.Area",1858587.136,Poo,180205,Sept29QC,3,956222
50,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Poo_Sept29QC_4 Alanine,"DL-Alanine, D3.Norm.Area",2751067.076,Poo,180205,Sept29QC,4,1730645
51,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Poo_TruePoo_Full1 Alanine,"DL-Alanine, D3.Norm.Area",3187587.454,Poo,180205,TruePoo,Full1,9161359
52,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Poo_TruePoo_Full2 Alanine,"DL-Alanine, D3.Norm.Area",3129194.824,Poo,180205,TruePoo,Full2,1917366
53,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Poo_TruePoo_Full3 Alanine,"DL-Alanine, D3.Norm.Area",2097773.018,Poo,180205,TruePoo,Full3,935432
54,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Poo_TruePoo_Half1 Alanine,"DL-Alanine, D3.Norm.Area",3317255.567,Poo,180205,TruePoo,Half1,6404440
55,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Poo_TruePoo_Half2 Alanine,"DL-Alanine, D3.Norm.Area",3422526.11,Poo,180205,TruePoo,Half2,2545743
56,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Poo_TruePoo_Half3 Alanine,"DL-Alanine, D3.Norm.Area",3542349.886,Poo,180205,TruePoo,Half3,2289286
57,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C32DCMless10m_A Alanine,"DL-Alanine, D3.Norm.Area",3259603.855,Smp,180205,L1C32DCMless10m,A,5745780
58,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C32DCMless10m_B Alanine,"DL-Alanine, D3.Norm.Area",2929369.044,Smp,180205,L1C32DCMless10m,B,2061926
59,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C32DCMless10m_C Alanine,"DL-Alanine, D3.Norm.Area",2764048.808,Smp,180205,L1C32DCMless10m,C,1876238
60,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C32DCMless20m_A Alanine,"DL-Alanine, D3.Norm.Area",3120888.196,Smp,180205,L1C32DCMless20m,A,3027177
61,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C32DCMless20m_B Alanine,"DL-Alanine, D3.Norm.Area",4988259.615,Smp,180205,L1C32DCMless20m,B,3029131
62,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C32DCMless20m_C Alanine,"DL-Alanine, D3.Norm.Area",4879661.122,Smp,180205,L1C32DCMless20m,C,2676672
63,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C33DCM_A Alanine,"DL-Alanine, D3.Norm.Area",3653047.405,Smp,180205,L1C33DCM,A,2873920
64,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C33DCM_B Alanine,"DL-Alanine, D3.Norm.Area",5547802.599,Smp,180205,L1C33DCM,B,3407474
65,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C33DCM_C Alanine,"DL-Alanine, D3.Norm.Area",1825848.412,Smp,180205,L1C33DCM,C,975525
66,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C33DCMplus10m_A Alanine,"DL-Alanine, D3.Norm.Area",3745655.133,Smp,180205,L1C33DCMplus10m,A,9106207
67,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C33DCMplus10m_B Alanine,"DL-Alanine, D3.Norm.Area",3341176.212,Smp,180205,L1C33DCMplus10m,B,2474904
68,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C33DCMplus10m_C Alanine,"DL-Alanine, D3.Norm.Area",3246756.528,Smp,180205,L1C33DCMplus10m,C,1818553
69,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C33DCMplus20m_A Alanine,"DL-Alanine, D3.Norm.Area",3393401.257,Smp,180205,L1C33DCMplus20m,A,2212800
70,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C33DCMplus20m_B Alanine,"DL-Alanine, D3.Norm.Area",2652224.282,Smp,180205,L1C33DCMplus20m,B,1706940
71,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L1C33DCMplus20m_C Alanine,"DL-Alanine, D3.Norm.Area",2530960.894,Smp,180205,L1C33DCMplus20m,C,1472288
72,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C1DCMless10m_A Alanine,"DL-Alanine, D3.Norm.Area",2318728.283,Smp,180205,L2C1DCMless10m,A,1764109
73,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C1DCMless10m_B Alanine,"DL-Alanine, D3.Norm.Area",2533646.968,Smp,180205,L2C1DCMless10m,B,1687096
74,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C1DCMless10m_C Alanine,"DL-Alanine, D3.Norm.Area",1724725.625,Smp,180205,L2C1DCMless10m,C,752422
75,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C1DCMless20m_A Alanine,"DL-Alanine, D3.Norm.Area",2139603.662,Smp,180205,L2C1DCMless20m,A,5929858
76,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C1DCMless20m_B Alanine,"DL-Alanine, D3.Norm.Area",1847392.335,Smp,180205,L2C1DCMless20m,B,1437785
77,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C1DCMless20m_C Alanine,"DL-Alanine, D3.Norm.Area",1008837.344,Smp,180205,L2C1DCMless20m,C,678562
78,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C2DCM_A Alanine,"DL-Alanine, D3.Norm.Area",2926635.725,Smp,180205,L2C2DCM,A,2545939
79,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C2DCM_B Alanine,"DL-Alanine, D3.Norm.Area",4345664.348,Smp,180205,L2C2DCM,B,2621687
80,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C2DCM_C Alanine,"DL-Alanine, D3.Norm.Area",1971997.922,Smp,180205,L2C2DCM,C,1262220
81,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C2DCMplus10m_A Alanine,"DL-Alanine, D3.Norm.Area",1957169.047,Smp,180205,L2C2DCMplus10m,A,3790278
82,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C2DCMplus10m_B Alanine,"DL-Alanine, D3.Norm.Area",1553998.931,Smp,180205,L2C2DCMplus10m,B,1423359
83,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C2DCMplus10m_C Alanine,"DL-Alanine, D3.Norm.Area",985222.6348,Smp,180205,L2C2DCMplus10m,C,705746
84,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C2DCMplus20m_A Alanine,"DL-Alanine, D3.Norm.Area",1962180.88,Smp,180205,L2C2DCMplus20m,A,4094450
85,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C2DCMplus20m_B Alanine,"DL-Alanine, D3.Norm.Area",1680463.493,Smp,180205,L2C2DCMplus20m,B,1046533
86,Alanine,0.782340744,0.615076603,0.786200397,"DL-Alanine, D3.Norm.Area",0.16726414,180205_Smp_L2C2DCMplus20m_C Alanine,"DL-Alanine, D3.Norm.Area",509095.6989,Smp,180205,L2C2DCMplus20m,C,412616
87,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Poo_Sept29QC_1 Creatine,"DL-Alanine, D3.Norm.Area",5246231.018,Poo,180205,Sept29QC,1,14764565
88,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Poo_Sept29QC_2 Creatine,"DL-Alanine, D3.Norm.Area",5193454.768,Poo,180205,Sept29QC,2,3560188
89,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Poo_Sept29QC_3 Creatine,"DL-Alanine, D3.Norm.Area",5923615.53,Poo,180205,Sept29QC,3,3047633
90,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Poo_Sept29QC_4 Creatine,"DL-Alanine, D3.Norm.Area",5884919.302,Poo,180205,Sept29QC,4,3702093
91,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Poo_TruePoo_Full1 Creatine,"DL-Alanine, D3.Norm.Area",33324823.82,Poo,180205,TruePoo,Full1,95777976
92,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Poo_TruePoo_Full2 Creatine,"DL-Alanine, D3.Norm.Area",41734544.1,Poo,180205,TruePoo,Full2,25572200
93,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Poo_TruePoo_Full3 Creatine,"DL-Alanine, D3.Norm.Area",44383003.49,Poo,180205,TruePoo,Full3,19791122
94,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Poo_TruePoo_Half1 Creatine,"DL-Alanine, D3.Norm.Area",47463603.68,Poo,180205,TruePoo,Half1,91635328
95,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Poo_TruePoo_Half2 Creatine,"DL-Alanine, D3.Norm.Area",62456544.29,Poo,180205,TruePoo,Half2,46456420
96,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Poo_TruePoo_Half3 Creatine,"DL-Alanine, D3.Norm.Area",69399498.02,Poo,180205,TruePoo,Half3,44850256
97,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C32DCMless10m_A Creatine,"DL-Alanine, D3.Norm.Area",65672361.18,Smp,180205,L1C32DCMless10m,A,115762208
98,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C32DCMless10m_B Creatine,"DL-Alanine, D3.Norm.Area",37994475.95,Smp,180205,L1C32DCMless10m,B,26743574
99,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C32DCMless10m_C Creatine,"DL-Alanine, D3.Norm.Area",84528587.16,Smp,180205,L1C32DCMless10m,C,57378056
100,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C32DCMless20m_A Creatine,"DL-Alanine, D3.Norm.Area",63508334.59,Smp,180205,L1C32DCMless20m,A,61601364
101,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C32DCMless20m_B Creatine,"DL-Alanine, D3.Norm.Area",123267531.1,Smp,180205,L1C32DCMless20m,B,74854464
102,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C32DCMless20m_C Creatine,"DL-Alanine, D3.Norm.Area",140909053,Smp,180205,L1C32DCMless20m,C,77293752
103,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C33DCM_A Creatine,"DL-Alanine, D3.Norm.Area",52355931.17,Smp,180205,L1C33DCM,A,41189380
104,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C33DCM_B Creatine,"DL-Alanine, D3.Norm.Area",85058747.66,Smp,180205,L1C33DCM,B,52243292
105,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C33DCM_C Creatine,"DL-Alanine, D3.Norm.Area",41217736.43,Smp,180205,L1C33DCM,C,22022054
106,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C33DCMplus10m_A Creatine,"DL-Alanine, D3.Norm.Area",57615675.45,Smp,180205,L1C33DCMplus10m,A,140071696
107,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C33DCMplus10m_B Creatine,"DL-Alanine, D3.Norm.Area",34230553.5,Smp,180205,L1C33DCMplus10m,B,25355542
108,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C33DCMplus10m_C Creatine,"DL-Alanine, D3.Norm.Area",122494945,Smp,180205,L1C33DCMplus10m,C,68611104
109,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C33DCMplus20m_A Creatine,"DL-Alanine, D3.Norm.Area",15174446.06,Smp,180205,L1C33DCMplus20m,A,9895091
110,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C33DCMplus20m_B Creatine,"DL-Alanine, D3.Norm.Area",24655329.82,Smp,180205,L1C33DCMplus20m,B,15867877
111,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L1C33DCMplus20m_C Creatine,"DL-Alanine, D3.Norm.Area",18113732.62,Smp,180205,L1C33DCMplus20m,C,10536959
112,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L2C1DCMless10m_A Creatine,"DL-Alanine, D3.Norm.Area",15077477.07,Smp,180205,L2C1DCMless10m,A,11471078
113,Creatine,0.702895221,0.431128027,0.613360305,"DL-Alanine, D3.Norm.Area",0.271767194,180205_Smp_L2C1DCMless10m_B Creatine,"DL-Alanine, D3.Norm.Area",27164030.77,Smp,180205,L2C1DCMless10m,B,18087890
